carat,cut,color,clarity,depth,table,x,y,z,price_predicted
0.77,Premium,G,VVS2,60.8,59.0,5.96,5.92,3.61,4503.01
1.5,Premium,H,SI1,61.0,60.0,7.33,7.27,4.45,9501.49
0.45,Very Good,E,SI2,63.2,54.0,4.94,4.82,3.09,-87.65
0.57,Ideal,F,SI2,62.2,53.0,5.34,5.4,3.34,985.23
1.01,Good,I,SI2,61.8,62.0,6.28,6.35,3.9,3309.73
0.71,Fair,G,SI2,65.6,61.0,5.46,5.37,3.55,985.15
0.72,Ideal,H,SI2,61.8,55.0,5.79,5.76,3.57,1486.3
0.55,Ideal,H,IF,61.9,56.0,5.26,5.34,3.26,2723.85
1.01,Good,F,SI1,63.5,59.0,6.3,6.39,4.03,5409.46
0.32,Premium,H,VS1,61.6,59.0,4.37,4.39,2.7,160.68
0.94,Premium,E,SI2,62.4,58.0,6.33,6.26,3.93,3983.88
1.13,Ideal,F,VS1,60.9,57.0,6.73,6.76,4.11,7717.32
0.6,Good,E,VS1,58.1,63.0,5.53,5.63,3.24,2825.82
1.01,Ideal,D,SI1,61.2,57.0,6.44,6.47,3.95,6008.21
0.52,Very Good,I,VVS2,61.9,56.0,5.16,5.18,3.2,1490.22
0.3,Ideal,H,IF,62.2,54.0,4.34,4.37,2.71,891.31
0.42,Premium,G,SI1,61.7,58.0,4.8,4.76,2.95,440.65
0.33,Ideal,G,IF,61.7,55.0,4.45,4.47,2.75,1614.21
0.33,Premium,H,IF,61.7,59.0,4.45,4.43,2.74,947.13
0.52,Premium,G,VVS2,61.2,59.0,5.14,5.16,3.15,2507.75
1.07,Ideal,G,IF,61.5,57.0,6.59,6.54,4.04,7700.17
0.43,Premium,G,VVS1,60.9,58.0,4.88,4.91,2.98,1866.16
0.51,Ideal,E,VS1,60.9,56.0,5.16,5.22,3.16,2448.19
0.3,Premium,H,VVS2,61.0,61.0,4.32,4.3,2.63,350.32
0.31,Ideal,E,VS1,61.8,56.0,4.33,4.34,2.68,995.35
0.4,Ideal,I,VS1,61.2,56.0,4.76,4.82,2.93,337.6
0.7,Premium,D,SI1,58.8,59.0,5.86,5.84,3.44,3150.48
1.2,Ideal,J,SI2,62.5,57.0,6.8,6.74,4.23,4348.64
0.33,Premium,H,VS1,61.5,58.0,4.39,4.46,2.72,284.72
0.74,Good,H,VS2,57.5,57.0,5.94,6.01,3.44,3097.12
0.42,Ideal,F,VVS1,62.0,55.0,4.8,4.84,2.99,2122.35
0.41,Ideal,G,VS1,61.6,57.0,4.77,4.74,2.93,1376.4
0.39,Ideal,F,VS1,62.3,57.0,4.65,4.69,2.91,1436.97
1.5,Very Good,H,SI1,62.9,57.0,7.24,7.28,4.57,9503.11
0.33,Ideal,E,VS2,61.5,55.0,4.47,4.5,2.76,812.26
1.0,Ideal,G,SI2,62.8,57.0,6.37,6.31,3.98,4414.73
1.23,Premium,G,VS2,61.6,58.0,6.91,6.85,4.24,7994.79
0.71,Ideal,G,VVS2,61.5,57.0,5.73,5.75,3.53,4142.76
0.5,Premium,G,SI1,62.2,60.0,5.07,5.03,3.14,977.56
0.36,Ideal,E,VVS2,61.9,55.0,4.57,4.61,2.84,1702.32
0.34,Ideal,F,VVS1,61.7,55.0,4.51,4.5,2.78,1542.16
0.72,Ideal,E,SI2,62.3,54.0,5.75,5.78,3.59,2287.59
1.24,Ideal,H,SI2,59.5,61.0,6.98,7.03,4.17,6118.19
0.43,Premium,F,VVS1,60.3,58.0,4.88,4.91,2.95,2115.37
0.9,Premium,I,VS2,61.8,59.0,6.15,6.21,3.82,4033.34
1.11,Premium,D,I1,61.9,58.0,6.63,6.66,4.11,3140.9
0.52,Very Good,E,VS2,62.3,57.0,5.1,5.17,3.2,2082.81
1.05,Very Good,E,SI1,62.2,56.0,6.49,6.56,4.06,6046.47
0.4,Ideal,D,VVS2,61.3,56.0,4.78,4.75,2.92,2156.41
0.31,Ideal,F,VS2,62.3,57.0,4.34,4.3,2.69,549.42
0.43,Ideal,F,IF,62.0,56.0,4.87,4.84,3.01,2468.82
0.54,Ideal,E,VS1,62.0,56.0,5.26,5.23,3.25,2609.43
0.65,Premium,D,VVS2,59.9,58.0,5.69,5.63,3.39,3999.72
0.71,Good,I,VVS2,63.6,57.0,5.69,5.66,3.61,2792.77
0.31,Good,F,VS2,63.9,56.0,4.29,4.32,2.75,257.18
0.51,Very Good,E,VS2,61.3,60.0,5.11,5.16,3.15,1950.08
0.6,Ideal,H,SI2,61.7,54.0,5.44,5.48,3.37,528.19
0.52,Ideal,G,SI1,62.6,56.0,5.16,5.13,3.22,1259.03
1.54,Ideal,J,VS2,61.9,57.0,7.39,7.5,4.6,9176.28
0.3,Ideal,E,VVS2,61.7,55.0,4.31,4.28,2.65,1309.98
0.7,Very Good,E,VS2,61.2,59.0,5.69,5.72,3.49,3523.21
0.9,Ideal,E,VS2,62.1,57.0,6.15,6.18,3.83,5404.07
1.01,Very Good,D,SI1,62.9,59.0,6.39,6.43,4.03,5781.4
1.56,Ideal,F,SI1,61.2,57.0,7.52,7.48,4.59,10817.48
0.31,Ideal,F,SI1,62.3,56.0,4.32,4.35,2.7,-7.37
0.39,Ideal,G,SI1,61.4,55.0,4.7,4.74,2.9,376.51
1.03,Premium,D,SI2,62.5,54.0,6.5,6.42,4.04,5124.48
0.7,Ideal,E,VS2,61.4,57.0,5.76,5.8,3.55,3600.13
1.05,Premium,I,I1,61.8,56.0,6.53,6.48,4.02,1154.8
0.53,Ideal,F,VS2,61.3,55.0,5.22,5.25,3.21,2233.35
1.0,Premium,F,VS2,60.7,58.0,6.45,6.36,3.89,6148.02
0.53,Premium,H,SI1,59.4,60.0,5.26,5.24,3.12,815.62
1.0,Good,H,SI2,63.9,55.0,6.41,6.34,4.07,3596.82
2.02,Ideal,H,SI2,62.7,57.0,8.05,8.0,5.03,13693.25
1.08,Very Good,G,SI2,63.2,57.0,6.54,6.5,4.12,5000.84
0.77,Ideal,F,SI1,61.5,56.0,5.89,5.95,3.64,3602.49
0.33,Premium,H,VS2,60.4,60.0,4.52,4.48,2.72,-135.85
0.41,Ideal,F,VS2,60.0,56.0,4.82,4.88,2.91,1357.03
0.3,Ideal,F,VS2,62.1,55.0,4.26,4.31,2.66,583.7
1.01,Good,E,SI2,61.4,64.0,6.29,6.42,3.9,4540.12
0.74,Premium,E,VS2,62.7,58.0,5.77,5.72,3.6,3854.67
0.55,Very Good,E,SI1,64.2,55.0,5.18,5.2,3.33,1659.38
0.51,Ideal,E,VS1,62.0,57.0,5.11,5.15,3.18,2400.82
1.0,Very Good,G,VVS2,62.3,58.0,6.39,6.45,4.0,6536.02
0.55,Very Good,E,VVS2,60.8,55.0,5.26,5.33,3.22,3089.36
2.0,Ideal,H,VS2,62.4,55.0,8.03,7.94,4.99,15125.06
0.32,Ideal,E,VS2,60.2,57.0,4.51,4.46,2.7,694.39
0.31,Premium,D,SI1,62.1,58.0,4.33,4.3,2.68,145.43
0.34,Premium,F,VS2,60.7,60.0,4.5,4.46,2.72,677.5
0.32,Ideal,G,VS1,61.9,55.0,4.43,4.39,2.73,746.02
0.7,Very Good,I,SI2,58.8,60.0,5.8,5.83,3.42,714.64
0.31,Premium,E,VS1,61.9,58.0,4.31,4.32,2.67,884.27
0.73,Premium,F,SI2,59.5,62.0,5.89,5.84,3.49,2096.97
1.3,Premium,F,VS1,62.5,58.0,6.97,6.94,4.35,9178.2
0.32,Ideal,G,IF,62.9,55.0,4.41,4.37,2.76,1463.16
2.01,Ideal,H,VS2,63.0,55.0,8.03,7.97,5.04,15196.87
0.5,Ideal,H,SI1,61.9,56.0,5.08,5.13,3.16,672.19
0.52,Very Good,G,SI1,63.3,57.0,5.11,5.08,3.22,1126.3
0.73,Ideal,G,SI1,62.1,54.0,5.81,5.76,3.59,3037.2
1.0,Premium,H,VS2,59.7,59.0,6.57,6.52,3.91,5365.23
0.53,Ideal,G,VS1,61.5,57.0,5.26,5.21,3.22,2227.29
0.34,Ideal,E,SI1,62.9,56.0,4.48,4.45,2.81,193.26
0.54,Ideal,H,SI1,61.0,56.0,5.24,5.28,3.21,1017.6
0.73,Premium,D,VS2,60.9,59.0,5.82,5.77,3.53,3991.68
0.5,Ideal,J,VS2,62.5,53.0,5.09,5.12,3.19,-103.99
0.33,Very Good,G,SI1,63.2,57.0,4.44,4.39,2.79,-313.1
2.09,Good,I,SI1,57.9,63.0,8.37,8.46,4.87,14527.42
0.55,Ideal,E,VS1,61.9,55.0,5.3,5.24,3.25,2713.68
1.01,Ideal,E,VS2,61.3,57.0,6.49,6.46,3.97,6346.27
1.26,Ideal,G,VVS1,62.1,57.0,7.01,6.91,4.32,9035.64
0.5,Very Good,E,SI1,63.3,59.0,5.03,4.99,3.17,1210.06
0.4,Premium,F,VS2,62.1,58.0,4.71,4.76,2.94,1092.53
0.61,Ideal,E,VS2,61.4,56.0,5.47,5.51,3.37,2912.06
0.41,Ideal,F,VVS2,61.7,57.0,4.8,4.73,2.94,1921.65
0.5,Ideal,G,VS2,61.6,55.0,5.11,5.14,3.16,1780.17
1.11,Premium,E,VS2,62.2,58.0,6.61,6.64,4.12,7188.76
1.22,Ideal,F,VS2,62.6,56.0,6.8,6.78,4.25,8262.48
0.33,Ideal,F,VS1,61.2,56.0,4.46,4.49,2.74,1057.13
1.51,Good,H,SI1,62.2,61.0,7.25,7.32,4.53,9400.92
0.71,Premium,F,SI1,60.4,58.0,5.8,5.83,3.51,2968.33
0.23,Ideal,F,VVS2,60.3,57.0,3.99,4.03,2.42,826.38
0.6,Premium,E,SI2,62.0,59.0,5.41,5.37,3.34,1106.13
0.55,Good,I,VVS2,61.0,61.0,5.32,5.36,3.26,1444.53
0.91,Ideal,F,SI1,60.2,57.0,6.29,6.34,3.8,4828.68
1.2,Very Good,E,SI1,61.8,56.0,6.75,6.82,4.19,7496.11
0.54,Ideal,H,SI2,61.2,56.0,5.27,5.24,3.21,11.44
1.09,Good,F,SI1,61.0,64.0,6.58,6.63,4.03,6062.61
0.49,Premium,H,SI2,59.9,59.0,5.17,5.12,3.08,-512.22
0.35,Ideal,G,VVS1,61.7,55.0,4.54,4.57,2.81,1414.58
1.28,Premium,G,VVS2,62.1,58.0,6.96,6.91,4.31,9155.33
0.39,Ideal,I,IF,62.3,54.0,4.69,4.71,2.93,1038.48
1.02,Good,H,SI2,63.7,58.0,6.28,6.24,3.99,3894.37
1.01,Good,E,SI2,63.7,58.0,6.32,6.36,4.04,4507.25
1.0,Good,E,SI1,63.2,57.0,6.36,6.39,4.03,5374.65
1.19,Premium,H,VS1,62.4,59.0,6.79,6.73,4.22,7405.96
1.54,Premium,H,VS2,62.1,62.0,7.38,7.31,4.56,10377.25
0.57,Ideal,G,VVS2,61.7,56.0,5.3,5.33,3.28,3022.5
0.91,Ideal,G,SI1,62.1,57.0,6.2,6.23,3.86,4584.9
2.31,Premium,I,SI2,58.8,58.0,8.7,8.64,5.1,15960.43
0.6,Very Good,G,SI1,63.5,59.9,5.28,5.3,3.36,1763.61
0.32,Very Good,H,VVS1,61.2,57.0,4.39,4.42,2.69,611.6
1.0,Premium,E,VS2,62.9,58.0,6.36,6.29,3.98,6160.99
0.42,Ideal,E,VS2,62.1,56.0,4.8,4.77,2.97,1419.1
0.23,Ideal,G,IF,62.8,55.0,3.93,3.96,2.48,953.56
0.23,Good,D,VVS2,61.8,65.0,3.9,3.93,2.42,627.65
0.5,Ideal,G,SI1,61.7,57.0,5.06,5.08,3.13,1171.87
1.02,Good,H,SI2,58.6,64.0,6.32,6.26,3.68,4045.22
0.7,Premium,D,VS1,61.2,60.0,5.69,5.71,3.49,4050.4
1.23,Very Good,G,SI2,60.8,59.0,6.88,6.97,4.21,6450.42
0.3,Very Good,G,SI1,61.6,59.0,4.26,4.28,2.63,-408.84
1.53,Very Good,H,SI1,63.4,55.0,7.3,7.34,4.64,9796.5
0.33,Ideal,G,VS2,62.3,55.0,4.42,4.47,2.77,533.23
0.57,Ideal,D,VS1,61.1,57.0,5.33,5.37,3.27,3115.52
0.42,Ideal,D,SI1,62.3,57.0,4.8,4.77,2.98,983.58
0.41,Ideal,G,SI1,62.2,56.0,4.77,4.75,2.96,450.67
2.01,Very Good,I,VS2,63.8,59.0,7.89,7.85,5.02,14575.87
0.31,Ideal,G,VVS2,61.8,54.0,4.36,4.38,2.7,1111.85
1.0,Fair,I,SI1,67.9,62.0,6.19,6.03,4.15,3290.27
0.31,Ideal,E,SI1,61.1,55.0,4.36,4.41,2.68,125.19
0.76,Good,J,VS1,62.6,61.9,5.7,5.75,3.58,2006.56
0.41,Good,E,SI2,63.5,55.0,4.69,4.73,2.99,-475.3
1.12,Premium,G,SI1,59.8,58.0,6.79,6.76,4.05,6397.78
1.08,Very Good,F,SI2,63.3,59.0,6.48,6.44,4.09,5214.21
0.71,Ideal,I,VVS2,60.7,57.0,5.76,5.8,3.51,3177.21
0.7,Ideal,E,SI1,61.9,55.0,5.74,5.77,3.56,3036.07
0.9,Premium,J,VVS2,62.5,61.0,6.15,6.08,3.82,3710.7
0.33,Good,F,VS2,63.2,56.0,4.39,4.41,2.78,425.62
2.45,Ideal,F,SI2,62.0,55.0,8.67,8.64,5.36,18699.92
0.65,Ideal,G,VS1,60.6,60.0,5.58,5.61,3.39,3231.65
1.0,Very Good,D,SI2,63.7,55.0,6.32,6.37,4.04,4827.24
1.02,Very Good,E,SI1,63.1,61.0,6.42,6.35,4.03,5592.98
1.01,Ideal,F,SI2,60.8,55.0,6.52,6.48,3.95,4766.9
0.8,Good,G,SI1,63.9,57.0,5.84,5.81,3.72,3335.23
0.42,Ideal,E,VS2,62.0,55.0,4.82,4.8,2.98,1430.52
0.44,Premium,F,SI2,62.8,60.0,4.86,4.82,3.04,-274.71
0.76,Ideal,E,VS1,60.5,56.0,5.94,5.99,3.61,4484.72
0.3,Very Good,D,VS1,63.5,55.0,4.24,4.29,2.71,981.51
0.75,Premium,E,VS2,59.9,61.0,5.97,5.91,3.56,3871.49
0.31,Ideal,F,VS2,61.6,56.0,4.39,4.35,2.69,569.82
1.47,Premium,I,SI2,61.6,59.0,7.29,7.32,4.5,7728.59
1.12,Premium,I,VS1,59.6,58.0,6.82,6.77,4.05,6303.19
0.3,Ideal,G,VS1,62.3,56.0,4.32,4.29,2.68,582.51
0.23,Very Good,H,IF,63.9,55.0,3.89,3.9,2.49,318.92
0.71,Very Good,H,SI1,63.1,56.0,5.62,5.69,3.57,2286.32
1.01,Premium,G,SI2,61.1,58.0,6.39,6.37,3.9,4521.84
0.26,Good,E,IF,59.6,61.0,4.13,4.16,2.47,1159.33
1.23,Premium,G,VVS2,59.6,59.0,6.98,6.95,4.15,8714.63
0.75,Very Good,E,SI1,63.4,57.0,5.77,5.75,3.65,3304.75
1.11,Ideal,G,VS2,62.2,55.0,6.67,6.61,4.13,7000.55
0.55,Very Good,J,VS2,62.9,54.0,5.23,5.29,3.31,149.22
0.91,Premium,G,VS1,62.2,58.0,6.22,6.12,3.85,5369.31
1.02,Very Good,H,SI2,63.5,58.0,6.34,6.38,4.04,3994.5
2.2,Very Good,H,SI2,63.3,57.0,8.28,8.17,5.21,15332.2
0.33,Ideal,E,SI1,59.6,57.0,4.49,4.53,2.69,264.86
0.3,Premium,D,SI1,62.5,59.0,4.26,4.22,2.65,53.24
1.0,Fair,H,SI2,69.5,55.0,6.17,6.1,4.26,2916.31
1.0,Fair,G,SI2,68.3,54.0,6.21,6.12,4.2,3472.69
0.64,Ideal,D,VVS1,61.8,54.0,5.54,5.56,3.43,4148.49
1.05,Very Good,E,SI2,62.2,59.0,6.44,6.51,4.03,5059.33
1.53,Premium,H,VS2,62.7,56.0,7.39,7.31,4.61,10366.65
0.42,Ideal,E,VS2,60.9,57.0,4.85,4.87,2.96,1421.45
0.59,Very Good,G,SI1,59.3,58.0,5.45,5.51,3.25,1804.98
0.42,Very Good,I,SI1,61.2,60.0,4.78,4.82,2.94,-583.29
1.01,Good,I,SI2,62.6,59.0,6.24,6.35,3.94,3373.58
0.34,Ideal,E,VS1,62.1,56.0,4.48,4.5,2.79,1157.44
0.3,Premium,E,VS2,60.7,59.0,4.3,4.33,2.62,527.82
0.31,Ideal,H,VVS1,62.2,56.0,4.34,4.37,2.71,621.51
0.74,Ideal,G,VS2,61.3,55.0,5.82,5.89,3.59,3769.47
1.0,Premium,F,SI2,60.2,62.0,6.53,6.45,3.91,4431.08
0.91,Very Good,H,SI1,62.7,56.0,6.14,6.18,3.86,4029.3
0.4,Ideal,H,IF,61.9,55.0,4.76,4.77,2.95,1577.08
0.6,Very Good,D,VS2,63.1,54.0,5.41,5.33,3.39,2893.13
0.82,Ideal,E,SI2,62.6,55.0,5.94,5.98,3.73,3172.35
1.0,Premium,E,VS1,61.4,58.0,6.44,6.42,3.95,6487.31
0.3,Very Good,G,VVS1,63.4,56.0,4.31,4.27,2.72,838.72
0.72,Premium,E,SI1,59.5,59.0,5.87,5.83,3.48,3112.6
0.72,Premium,J,SI1,62.0,58.0,5.74,5.77,3.57,930.75
1.0,Ideal,I,SI1,59.8,57.0,6.44,6.5,3.87,4518.38
1.57,Very Good,H,VS1,62.8,60.0,7.36,7.44,4.65,11008.86
0.32,Ideal,D,VS2,61.9,55.0,4.44,4.41,2.74,910.55
0.71,Ideal,F,SI2,61.4,55.0,5.76,5.78,3.54,2131.1
0.31,Very Good,H,VS1,61.4,61.0,4.33,4.36,2.67,13.3
0.7,Ideal,H,SI2,62.1,55.0,5.69,5.72,3.54,1344.12
1.29,Very Good,J,SI2,63.5,57.0,6.89,6.87,4.37,5089.93
0.32,Ideal,F,VS2,62.3,56.0,4.4,4.37,2.73,625.3
0.32,Premium,G,VS1,62.8,59.0,4.37,4.33,2.73,571.83
1.21,Very Good,G,SI2,62.8,60.0,6.7,6.77,4.23,6250.76
1.01,Premium,F,VS2,60.4,59.0,6.52,6.46,3.92,6182.55
0.3,Premium,E,VS2,59.2,59.0,4.37,4.41,2.6,555.27
0.83,Ideal,H,SI2,62.3,54.0,6.04,6.07,3.77,2458.84
0.34,Ideal,G,VS2,62.1,55.0,4.46,4.49,2.78,617.99
0.89,Very Good,I,VS2,63.1,55.0,6.09,6.17,3.87,3958.93
0.31,Ideal,F,VVS2,61.7,55.0,4.33,4.36,2.68,1332.99
1.53,Premium,J,VS1,60.1,59.0,7.51,7.47,4.5,9245.46
0.7,Premium,F,VS2,59.4,61.0,5.83,5.79,3.45,3418.1
0.81,Ideal,I,VS2,62.4,54.8,5.98,6.01,3.75,3335.55
0.9,Premium,J,SI1,62.8,59.0,6.13,6.03,3.82,2477.59
1.24,Very Good,J,SI2,63.3,60.0,6.83,6.75,4.29,4525.8
0.72,Premium,H,SI1,62.7,59.0,5.73,5.69,3.58,2274.03
0.35,Premium,H,SI2,62.0,58.0,4.47,4.5,2.78,-1479.47
1.07,Ideal,J,VS2,61.6,56.0,6.59,6.55,4.04,4751.82
1.19,Very Good,H,SI1,60.8,59.0,6.84,6.87,4.17,6512.54
1.0,Very Good,D,SI2,63.5,59.0,6.35,6.32,4.02,4707.86
0.43,Premium,F,SI1,61.3,60.0,4.86,4.83,2.97,675.47
0.57,Ideal,H,VS1,61.0,57.0,5.37,5.34,3.26,2107.2
0.8,Ideal,I,VS1,61.9,54.1,5.92,5.98,3.69,3645.24
0.36,Premium,F,SI1,60.2,58.0,4.6,4.63,2.78,280.6
0.9,Premium,F,SI2,60.5,57.0,6.23,6.2,3.76,3722.13
1.0,Good,F,SI2,63.4,60.0,6.28,6.33,4.0,4336.53
1.5,Premium,H,SI2,62.1,59.0,7.28,7.24,4.51,8541.43
1.03,Good,E,VS1,63.3,59.0,6.4,6.45,4.07,6524.35
0.55,Premium,G,VS2,59.6,59.0,5.36,5.32,3.18,2043.14
0.96,Ideal,F,I1,60.7,55.0,6.41,6.37,3.88,1635.04
0.4,Ideal,E,VVS2,61.6,56.0,4.73,4.78,2.93,1981.44
1.07,Ideal,G,SI1,60.2,57.0,6.7,6.59,4.0,6000.26
0.39,Very Good,E,VS2,60.0,56.0,4.76,4.81,2.87,1150.06
0.32,Very Good,G,SI2,62.4,59.0,4.35,4.4,2.73,-1293.1
0.33,Premium,H,VS1,62.1,59.0,4.43,4.46,2.76,177.54
0.8,Ideal,F,SI1,62.4,57.0,5.9,5.87,3.67,3845.14
1.18,Very Good,H,SI1,60.1,59.0,6.83,6.88,4.11,6458.02
1.1,Ideal,G,VS1,62.0,58.0,6.59,6.64,4.1,7215.3
2.11,Ideal,J,VS1,61.8,56.2,8.2,8.23,5.07,15102.92
1.07,Very Good,G,SI2,62.9,59.0,6.51,6.58,4.12,4887.19
0.31,Ideal,F,IF,61.2,57.0,4.35,4.38,2.67,1683.69
0.32,Ideal,D,SI2,59.5,57.0,4.47,4.5,2.67,-576.62
0.9,Premium,F,SI2,62.3,57.0,6.18,6.15,3.84,3652.33
1.22,Premium,G,SI1,61.2,60.0,6.82,6.75,4.15,7349.36
1.02,Premium,H,SI1,59.2,58.0,6.6,6.57,3.9,5016.61
1.0,Premium,I,VS2,61.6,59.0,6.47,6.39,3.96,4843.58
1.35,Good,I,SI2,57.9,60.0,7.33,7.29,4.23,6371.71
0.33,Premium,E,SI1,59.6,60.0,4.51,4.48,2.68,93.75
1.1,Premium,H,SI1,63.0,58.0,6.6,6.55,4.14,5661.98
0.23,Very Good,F,VVS2,59.6,57.0,3.98,4.0,2.38,771.4
1.2,Ideal,E,SI2,62.5,55.0,6.77,6.84,4.25,6603.24
1.01,Ideal,F,VS1,62.5,54.0,6.46,6.43,4.03,6612.84
1.2,Very Good,H,SI2,62.1,59.0,6.75,6.8,4.21,5668.23
0.31,Premium,F,VS2,59.0,59.0,4.44,4.47,2.63,540.22
0.36,Ideal,E,VS1,61.4,56.0,4.59,4.63,2.83,1315.41
1.21,Very Good,J,VS1,59.3,57.0,6.98,7.04,4.16,6251.54
0.31,Good,D,SI2,63.6,54.0,4.34,4.31,2.75,-1013.41
2.02,Ideal,H,SI1,62.0,56.0,8.06,8.13,5.02,14717.56
0.31,Ideal,H,SI2,61.3,55.0,4.35,4.38,2.67,-1607.91
0.71,Ideal,I,SI1,62.0,54.0,5.72,5.75,3.55,1923.31
2.08,Very Good,H,SI2,63.4,59.0,8.06,8.0,5.09,14148.66
0.36,Ideal,F,SI1,60.1,56.0,4.67,4.62,2.79,340.56
0.27,Ideal,I,VS1,61.9,55.0,4.16,4.18,2.58,-525.57
1.5,Very Good,F,VVS2,63.8,59.0,7.17,7.25,4.6,11447.97
0.31,Ideal,I,VS2,61.6,57.0,4.36,4.4,2.7,-622.39
1.22,Premium,J,SI2,62.2,60.0,6.89,6.77,4.25,4350.48
2.01,Ideal,J,SI1,62.1,56.0,8.08,8.03,5.0,13173.19
0.9,Ideal,F,VS2,60.5,54.0,6.22,6.17,3.75,5448.53
1.21,Premium,E,SI2,61.9,60.0,6.78,6.73,4.18,6545.36
0.9,Very Good,D,SI2,60.3,63.0,6.22,6.12,3.72,3829.46
1.55,Ideal,G,SI2,60.7,55.0,7.54,7.51,4.57,9597.7
0.73,Premium,J,SI1,58.2,59.0,5.99,5.91,3.46,1015.68
0.31,Ideal,G,IF,61.8,54.0,4.36,4.38,2.7,1501.11
0.2,Premium,E,VS2,61.1,59.0,3.81,3.78,2.32,-116.73
0.71,Ideal,H,SI1,62.7,55.0,5.66,5.7,3.56,2409.98
0.32,Premium,J,SI1,62.2,59.0,4.41,4.37,2.73,-2236.6
0.9,Premium,G,VS2,61.5,60.0,6.16,6.13,3.78,5006.54
0.5,Good,J,VS2,63.2,60.0,5.01,5.06,3.18,-509.27
1.01,Very Good,G,SI1,62.0,63.0,6.34,6.25,3.9,5309.82
1.0,Premium,E,SI1,60.7,59.0,6.41,6.38,3.88,5629.65
0.37,Ideal,F,VS2,60.6,56.0,4.63,4.64,2.81,1063.51
0.52,Good,E,VS2,58.3,61.0,5.26,5.31,3.08,1933.41
1.51,Good,I,SI1,63.9,63.0,7.2,7.17,4.59,8789.57
2.09,Premium,H,SI2,61.0,60.0,8.28,8.19,5.02,14209.78
0.7,Good,F,SI1,63.8,60.0,5.63,5.6,3.58,2564.23
0.71,Premium,D,VVS1,59.2,59.0,5.88,5.84,3.47,4558.44
0.35,Ideal,F,VS2,61.4,54.0,4.58,4.54,2.8,887.89
0.35,Premium,E,VS2,60.9,59.0,4.54,4.56,2.77,828.97
0.51,Very Good,G,SI1,62.7,59.0,5.07,5.13,3.2,1043.11
0.74,Ideal,F,VS1,61.9,54.0,5.78,5.82,3.59,4313.86
1.04,Premium,J,SI2,62.0,59.0,6.49,6.47,4.02,2773.76
0.34,Premium,H,VS1,61.4,59.0,4.53,4.5,2.77,233.74
0.34,Ideal,G,IF,61.3,56.0,4.52,4.55,2.78,1655.18
0.5,Very Good,D,SI1,61.0,61.0,5.08,5.11,3.11,1466.76
1.1,Ideal,F,VS2,61.4,56.0,6.68,6.64,4.09,7114.63
0.73,Ideal,D,VS2,61.4,56.0,5.81,5.78,3.56,4119.02
0.5,Ideal,E,SI2,62.8,55.0,5.08,5.05,3.18,443.85
0.77,Ideal,D,SI1,62.3,56.0,5.84,5.87,3.65,3875.31
0.41,Premium,D,VS1,60.6,59.0,4.84,4.8,2.92,1728.99
1.01,Premium,E,VS2,62.5,58.0,6.44,6.4,4.01,6217.49
0.72,Ideal,F,SI2,62.4,55.0,5.72,5.76,3.58,2217.89
1.51,Premium,F,SI2,59.9,58.0,7.53,7.46,4.49,9269.59
0.53,Very Good,F,VS1,60.6,57.0,5.21,5.25,3.17,2435.71
1.07,Very Good,H,SI1,60.4,58.0,6.67,6.73,4.05,5387.52
0.72,Ideal,D,VS2,62.6,58.0,5.7,5.73,3.58,3987.93
1.04,Good,G,VS1,63.8,57.0,6.43,6.4,4.09,6346.86
0.9,Very Good,F,SI2,61.1,54.0,6.27,6.29,3.84,3677.82
0.5,Ideal,J,VS2,61.6,56.0,5.08,5.14,3.15,-110.24
0.4,Very Good,J,IF,62.7,60.0,4.64,4.7,2.93,2.54
0.35,Ideal,F,VS2,62.5,57.0,4.5,4.53,2.82,820.14
0.73,Very Good,I,VVS2,62.3,58.0,5.75,5.78,3.59,3167.57
1.02,Very Good,D,SI1,63.3,60.0,6.33,6.38,4.02,5904.05
0.97,Ideal,H,VS2,62.9,56.0,6.35,6.31,3.98,5189.73
0.38,Ideal,H,SI1,62.0,54.0,4.66,4.72,2.91,-200.34
0.4,Ideal,G,VVS1,60.2,60.0,4.78,4.82,2.89,1701.41
1.5,Premium,F,VS1,62.2,60.0,7.3,7.27,4.53,11061.28
0.41,Premium,J,VVS1,62.2,59.0,4.75,4.71,2.94,-232.2
1.0,Good,G,VVS2,61.6,60.0,6.34,6.38,3.92,6434.63
0.75,Very Good,D,SI2,63.6,58.0,5.71,5.76,3.65,2571.11
1.2,Ideal,G,VS1,62.0,57.0,6.81,6.78,4.21,8141.24
0.3,Ideal,F,IF,62.1,54.0,4.32,4.35,2.69,1618.67
0.85,Ideal,E,VS2,59.3,57.0,6.19,6.22,3.68,4987.7
0.38,Very Good,E,VS2,60.3,58.0,4.67,4.72,2.83,1059.55
0.43,Ideal,I,VVS1,63.0,56.0,4.86,4.83,3.05,883.74
0.75,Premium,E,VS2,62.1,57.0,5.9,5.79,3.63,3898.64
0.9,Very Good,I,SI2,60.4,58.0,6.25,6.31,3.79,2446.58
1.57,Premium,J,SI2,59.6,56.0,7.59,7.5,4.5,7851.49
1.16,Ideal,F,VVS2,60.5,58.0,6.77,6.85,4.12,8389.5
0.7,Very Good,D,VS2,61.8,55.0,5.68,5.72,3.52,3801.66
0.91,Premium,E,SI1,62.4,57.0,6.23,6.11,3.85,4738.01
1.01,Ideal,H,SI1,60.4,58.0,6.47,6.5,3.92,5031.15
