carat,cut,color,clarity,depth,table,x,y,z,price_predicted
2.17,Premium,H,SI1,59.9,61.0,8.39,8.38,5.02,16009.803950476913
1.37,Ideal,H,VS1,63.8,56.0,7.01,6.98,4.46,9264.070355384081
0.3,Very Good,F,VVS1,61.0,57.0,4.33,4.36,2.65,1161.199104204176
1.06,Premium,D,SI2,61.6,61.0,6.59,6.53,4.04,5251.090396469444
0.32,Ideal,E,VVS1,60.9,57.0,4.42,4.45,2.7,1480.7765217296796
0.32,Premium,G,VS2,61.0,59.0,4.42,4.46,2.71,330.9586561436786
0.2,Premium,D,VS2,61.7,60.0,3.77,3.72,2.31,65.70144973111155
0.7,Ideal,H,VS2,61.1,57.0,5.71,5.74,3.5,2904.3447639642545
0.53,Ideal,E,VS1,61.5,57.0,5.22,5.25,3.22,2545.6466923979838
0.71,Ideal,I,VVS1,62.4,55.0,5.69,5.76,3.57,3244.2352252490996
1.16,Ideal,G,VVS1,61.9,55.0,6.75,6.78,4.19,8241.247189675769
1.01,Premium,E,SI1,59.2,60.0,6.56,6.51,3.87,5662.533241232324
0.4,Ideal,G,VVS2,62.6,53.0,4.72,4.77,2.97,1724.225943047058
1.51,Good,F,SI2,62.9,55.0,7.22,7.28,4.56,9275.493862597941
1.04,Very Good,I,SI2,61.6,58.0,6.47,6.58,4.02,3715.7449440087917
0.37,Ideal,I,SI1,60.7,60.0,4.6,4.62,2.8,-814.0688066731013
0.37,Premium,F,VS2,60.5,59.0,4.62,4.67,2.81,929.4086669670992
0.64,Good,H,VS1,61.8,60.3,5.47,5.53,3.4,2391.3953115065037
2.01,Very Good,I,SI1,60.8,60.0,8.12,8.15,4.95,13912.58136365441
1.29,Ideal,G,VS2,62.5,57.0,6.89,6.92,4.35,8729.216571256371
1.01,Very Good,G,VVS2,63.4,55.0,6.41,6.34,4.04,6631.572834093047
2.01,Premium,H,SI1,62.7,59.0,8.08,8.03,5.05,14386.08968785891
0.51,Very Good,J,SI1,63.3,56.0,5.12,5.02,3.21,-866.8140917329815
0.53,Very Good,E,VS2,63.5,59.0,5.17,5.13,3.27,1991.7916406616837
1.01,Very Good,G,VS2,63.0,56.0,6.35,6.41,4.02,6011.9316797295905
0.31,Premium,E,VVS1,62.0,59.0,4.34,4.3,2.68,1252.794204814039
0.36,Ideal,G,VVS1,60.0,56.0,4.66,4.69,2.81,1490.6246127858144
0.31,Premium,H,VS1,61.4,61.0,4.36,4.33,2.67,20.82619713140093
0.77,Premium,G,VVS2,60.8,59.0,5.96,5.92,3.61,4503.013472131357
1.5,Premium,H,SI1,61.0,60.0,7.33,7.27,4.45,9501.485357803205
0.45,Very Good,E,SI2,63.2,54.0,4.94,4.82,3.09,-87.64599174362411
0.57,Ideal,F,SI2,62.2,53.0,5.34,5.4,3.34,985.2258337121193
1.01,Good,I,SI2,61.8,62.0,6.28,6.35,3.9,3309.7300151842
0.71,Fair,G,SI2,65.6,61.0,5.46,5.37,3.55,985.1512957536197
0.72,Ideal,H,SI2,61.8,55.0,5.79,5.76,3.57,1486.3038663411821
0.55,Ideal,H,IF,61.9,56.0,5.26,5.34,3.26,2723.8521041216522
1.01,Good,F,SI1,63.5,59.0,6.3,6.39,4.03,5409.460349828236
0.32,Premium,H,VS1,61.6,59.0,4.37,4.39,2.7,160.68121217912676
0.94,Premium,E,SI2,62.4,58.0,6.33,6.26,3.93,3983.8815282763794
1.13,Ideal,F,VS1,60.9,57.0,6.73,6.76,4.11,7717.318487589164
0.6,Good,E,VS1,58.1,63.0,5.53,5.63,3.24,2825.8228692689563
1.01,Ideal,D,SI1,61.2,57.0,6.44,6.47,3.95,6008.214890456
0.52,Very Good,I,VVS2,61.9,56.0,5.16,5.18,3.2,1490.2220685317393
0.3,Ideal,H,IF,62.2,54.0,4.34,4.37,2.71,891.30513779696
0.42,Premium,G,SI1,61.7,58.0,4.8,4.76,2.95,440.65464997772096
0.33,Ideal,G,IF,61.7,55.0,4.45,4.47,2.75,1614.2106591478291
0.33,Premium,H,IF,61.7,59.0,4.45,4.43,2.74,947.1252357792441
0.52,Premium,G,VVS2,61.2,59.0,5.14,5.16,3.15,2507.749007377755
1.07,Ideal,G,IF,61.5,57.0,6.59,6.54,4.04,7700.168333014753
0.43,Premium,G,VVS1,60.9,58.0,4.88,4.91,2.98,1866.1551702497322
0.51,Ideal,E,VS1,60.9,56.0,5.16,5.22,3.16,2448.1882416563326
0.3,Premium,H,VVS2,61.0,61.0,4.32,4.3,2.63,350.32098838828415
0.31,Ideal,E,VS1,61.8,56.0,4.33,4.34,2.68,995.3548077544451
0.4,Ideal,I,VS1,61.2,56.0,4.76,4.82,2.93,337.59974015397574
0.7,Premium,D,SI1,58.8,59.0,5.86,5.84,3.44,3150.4827943380096
1.2,Ideal,J,SI2,62.5,57.0,6.8,6.74,4.23,4348.640021790282
0.33,Premium,H,VS1,61.5,58.0,4.39,4.46,2.72,284.72236234549246
0.74,Good,H,VS2,57.5,57.0,5.94,6.01,3.44,3097.122307284037
0.42,Ideal,F,VVS1,62.0,55.0,4.8,4.84,2.99,2122.3456896710454
0.41,Ideal,G,VS1,61.6,57.0,4.77,4.74,2.93,1376.3965697397712
0.39,Ideal,F,VS1,62.3,57.0,4.65,4.69,2.91,1436.9738806557384
1.5,Very Good,H,SI1,62.9,57.0,7.24,7.28,4.57,9503.111880692797
0.33,Ideal,E,VS2,61.5,55.0,4.47,4.5,2.76,812.2611715505304
1.0,Ideal,G,SI2,62.8,57.0,6.37,6.31,3.98,4414.72902156857
1.23,Premium,G,VS2,61.6,58.0,6.91,6.85,4.24,7994.7885684124885
0.71,Ideal,G,VVS2,61.5,57.0,5.73,5.75,3.53,4142.7628772552835
0.5,Premium,G,SI1,62.2,60.0,5.07,5.03,3.14,977.5593388040165
0.36,Ideal,E,VVS2,61.9,55.0,4.57,4.61,2.84,1702.3192203962612
0.34,Ideal,F,VVS1,61.7,55.0,4.51,4.5,2.78,1542.1594319614583
0.72,Ideal,E,SI2,62.3,54.0,5.75,5.78,3.59,2287.5945272613194
1.24,Ideal,H,SI2,59.5,61.0,6.98,7.03,4.17,6118.191419964895
0.43,Premium,F,VVS1,60.3,58.0,4.88,4.91,2.95,2115.3741583414107
0.9,Premium,I,VS2,61.8,59.0,6.15,6.21,3.82,4033.344495389912
1.11,Premium,D,I1,61.9,58.0,6.63,6.66,4.11,3140.895732143605
0.52,Very Good,E,VS2,62.3,57.0,5.1,5.17,3.2,2082.807757628911
1.05,Very Good,E,SI1,62.2,56.0,6.49,6.56,4.06,6046.472309036978
0.4,Ideal,D,VVS2,61.3,56.0,4.78,4.75,2.92,2156.4064337814993
0.31,Ideal,F,VS2,62.3,57.0,4.34,4.3,2.69,549.4223425073137
0.43,Ideal,F,IF,62.0,56.0,4.87,4.84,3.01,2468.822142088305
0.54,Ideal,E,VS1,62.0,56.0,5.26,5.23,3.25,2609.4303442303285
0.65,Premium,D,VVS2,59.9,58.0,5.69,5.63,3.39,3999.724299519052
0.71,Good,I,VVS2,63.6,57.0,5.69,5.66,3.61,2792.7693873538824
0.31,Good,F,VS2,63.9,56.0,4.29,4.32,2.75,257.18331988975615
0.51,Very Good,E,VS2,61.3,60.0,5.11,5.16,3.15,1950.0821535811524
0.6,Ideal,H,SI2,61.7,54.0,5.44,5.48,3.37,528.188093626929
0.52,Ideal,G,SI1,62.6,56.0,5.16,5.13,3.22,1259.028786865902
1.54,Ideal,J,VS2,61.9,57.0,7.39,7.5,4.6,9176.280968206776
0.3,Ideal,E,VVS2,61.7,55.0,4.31,4.28,2.65,1309.9812017253703
0.7,Very Good,E,VS2,61.2,59.0,5.69,5.72,3.49,3523.2147152668385
0.9,Ideal,E,VS2,62.1,57.0,6.15,6.18,3.83,5404.072648131838
1.01,Very Good,D,SI1,62.9,59.0,6.39,6.43,4.03,5781.3999773971445
1.56,Ideal,F,SI1,61.2,57.0,7.52,7.48,4.59,10817.47836042127
0.31,Ideal,F,SI1,62.3,56.0,4.32,4.35,2.7,-7.373834948169588
0.39,Ideal,G,SI1,61.4,55.0,4.7,4.74,2.9,376.511940720035
1.03,Premium,D,SI2,62.5,54.0,6.5,6.42,4.04,5124.484847961625
0.7,Ideal,E,VS2,61.4,57.0,5.76,5.8,3.55,3600.129506621359
1.05,Premium,I,I1,61.8,56.0,6.53,6.48,4.02,1154.8017445770433
0.53,Ideal,F,VS2,61.3,55.0,5.22,5.25,3.21,2233.3456794442213
1.0,Premium,F,VS2,60.7,58.0,6.45,6.36,3.89,6148.020898411663
0.53,Premium,H,SI1,59.4,60.0,5.26,5.24,3.12,815.6195949808784
1.0,Good,H,SI2,63.9,55.0,6.41,6.34,4.07,3596.8211038641157
2.02,Ideal,H,SI2,62.7,57.0,8.05,8.0,5.03,13693.24689394069
1.08,Very Good,G,SI2,63.2,57.0,6.54,6.5,4.12,5000.8376195451
0.77,Ideal,F,SI1,61.5,56.0,5.89,5.95,3.64,3602.494517513211
0.33,Premium,H,VS2,60.4,60.0,4.52,4.48,2.72,-135.85352249035213
0.41,Ideal,F,VS2,60.0,56.0,4.82,4.88,2.91,1357.0283846134403
0.3,Ideal,F,VS2,62.1,55.0,4.26,4.31,2.66,583.7041233310442
1.01,Good,E,SI2,61.4,64.0,6.29,6.42,3.9,4540.122183623935
0.74,Premium,E,VS2,62.7,58.0,5.77,5.72,3.6,3854.6686994110046
0.55,Very Good,E,SI1,64.2,55.0,5.18,5.2,3.33,1659.3792009168624
0.51,Ideal,E,VS1,62.0,57.0,5.11,5.15,3.18,2400.8188666966976
1.0,Very Good,G,VVS2,62.3,58.0,6.39,6.45,4.0,6536.017541031162
0.55,Very Good,E,VVS2,60.8,55.0,5.26,5.33,3.22,3089.3584367468625
2.0,Ideal,H,VS2,62.4,55.0,8.03,7.94,4.99,15125.056287115898
0.32,Ideal,E,VS2,60.2,57.0,4.51,4.46,2.7,694.3863178503348
0.31,Premium,D,SI1,62.1,58.0,4.33,4.3,2.68,145.43230574373092
0.34,Premium,F,VS2,60.7,60.0,4.5,4.46,2.72,677.4979736117798
0.32,Ideal,G,VS1,61.9,55.0,4.43,4.39,2.73,746.0188829884723
0.7,Very Good,I,SI2,58.8,60.0,5.8,5.83,3.42,714.6366960672694
0.31,Premium,E,VS1,61.9,58.0,4.31,4.32,2.67,884.2703219120381
0.73,Premium,F,SI2,59.5,62.0,5.89,5.84,3.49,2096.9669680674965
1.3,Premium,F,VS1,62.5,58.0,6.97,6.94,4.35,9178.199903932582
0.32,Ideal,G,IF,62.9,55.0,4.41,4.37,2.76,1463.1599252064457
2.01,Ideal,H,VS2,63.0,55.0,8.03,7.97,5.04,15196.871061412385
0.5,Ideal,H,SI1,61.9,56.0,5.08,5.13,3.16,672.1851277436258
0.52,Very Good,G,SI1,63.3,57.0,5.11,5.08,3.22,1126.2953254224299
0.73,Ideal,G,SI1,62.1,54.0,5.81,5.76,3.59,3037.196664353816
1.0,Premium,H,VS2,59.7,59.0,6.57,6.52,3.91,5365.230951010044
0.53,Ideal,G,VS1,61.5,57.0,5.26,5.21,3.22,2227.2873058252994
0.34,Ideal,E,SI1,62.9,56.0,4.48,4.45,2.81,193.2579634417557
0.54,Ideal,H,SI1,61.0,56.0,5.24,5.28,3.21,1017.6036509004794
0.73,Premium,D,VS2,60.9,59.0,5.82,5.77,3.53,3991.6816720705833
0.5,Ideal,J,VS2,62.5,53.0,5.09,5.12,3.19,-103.98769522146222
0.33,Very Good,G,SI1,63.2,57.0,4.44,4.39,2.79,-313.1020054314463
2.09,Good,I,SI1,57.9,63.0,8.37,8.46,4.87,14527.417276163002
0.55,Ideal,E,VS1,61.9,55.0,5.3,5.24,3.25,2713.676921497177
1.01,Ideal,E,VS2,61.3,57.0,6.49,6.46,3.97,6346.267096076825
1.26,Ideal,G,VVS1,62.1,57.0,7.01,6.91,4.32,9035.639761996776
0.5,Very Good,E,SI1,63.3,59.0,5.03,4.99,3.17,1210.0600534738865
0.4,Premium,F,VS2,62.1,58.0,4.71,4.76,2.94,1092.5295501294336
0.61,Ideal,E,VS2,61.4,56.0,5.47,5.51,3.37,2912.064472538878
0.41,Ideal,F,VVS2,61.7,57.0,4.8,4.73,2.94,1921.6485310975017
0.5,Ideal,G,VS2,61.6,55.0,5.11,5.14,3.16,1780.1651467020142
1.11,Premium,E,VS2,62.2,58.0,6.61,6.64,4.12,7188.759920122724
1.22,Ideal,F,VS2,62.6,56.0,6.8,6.78,4.25,8262.480850998778
0.33,Ideal,F,VS1,61.2,56.0,4.46,4.49,2.74,1057.1255573860185
1.51,Good,H,SI1,62.2,61.0,7.25,7.32,4.53,9400.921326784031
0.71,Premium,F,SI1,60.4,58.0,5.8,5.83,3.51,2968.3340300908103
0.23,Ideal,F,VVS2,60.3,57.0,3.99,4.03,2.42,826.3759058179617
0.6,Premium,E,SI2,62.0,59.0,5.41,5.37,3.34,1106.1308427189842
0.55,Good,I,VVS2,61.0,61.0,5.32,5.36,3.26,1444.5265442343903
0.91,Ideal,F,SI1,60.2,57.0,6.29,6.34,3.8,4828.679101627507
1.2,Very Good,E,SI1,61.8,56.0,6.75,6.82,4.19,7496.106797143051
0.54,Ideal,H,SI2,61.2,56.0,5.27,5.24,3.21,11.442991899455592
1.09,Good,F,SI1,61.0,64.0,6.58,6.63,4.03,6062.614738540988
0.49,Premium,H,SI2,59.9,59.0,5.17,5.12,3.08,-512.2203599020377
0.35,Ideal,G,VVS1,61.7,55.0,4.54,4.57,2.81,1414.5755611923437
1.28,Premium,G,VVS2,62.1,58.0,6.96,6.91,4.31,9155.331703717606
0.39,Ideal,I,IF,62.3,54.0,4.69,4.71,2.93,1038.4843250592198
1.02,Good,H,SI2,63.7,58.0,6.28,6.24,3.99,3894.3738576484016
1.01,Good,E,SI2,63.7,58.0,6.32,6.36,4.04,4507.25082220477
1.0,Good,E,SI1,63.2,57.0,6.36,6.39,4.03,5374.654009709067
1.19,Premium,H,VS1,62.4,59.0,6.79,6.73,4.22,7405.964094796558
1.54,Premium,H,VS2,62.1,62.0,7.38,7.31,4.56,10377.250689060358
0.57,Ideal,G,VVS2,61.7,56.0,5.3,5.33,3.28,3022.5049438230167
0.91,Ideal,G,SI1,62.1,57.0,6.2,6.23,3.86,4584.89958681448
2.31,Premium,I,SI2,58.8,58.0,8.7,8.64,5.1,15960.428073003048
0.6,Very Good,G,SI1,63.5,59.9,5.28,5.3,3.36,1763.609988342329
0.32,Very Good,H,VVS1,61.2,57.0,4.39,4.42,2.69,611.6040322485228
1.0,Premium,E,VS2,62.9,58.0,6.36,6.29,3.98,6160.991026413267
0.42,Ideal,E,VS2,62.1,56.0,4.8,4.77,2.97,1419.0999152276404
0.23,Ideal,G,IF,62.8,55.0,3.93,3.96,2.48,953.5633318327687
0.23,Good,D,VVS2,61.8,65.0,3.9,3.93,2.42,627.6494114565771
0.5,Ideal,G,SI1,61.7,57.0,5.06,5.08,3.13,1171.874400402638
1.02,Good,H,SI2,58.6,64.0,6.32,6.26,3.68,4045.217931238739
0.7,Premium,D,VS1,61.2,60.0,5.69,5.71,3.49,4050.3957952169003
1.23,Very Good,G,SI2,60.8,59.0,6.88,6.97,4.21,6450.415596047787
0.3,Very Good,G,SI1,61.6,59.0,4.26,4.28,2.63,-408.8385390136132
1.53,Very Good,H,SI1,63.4,55.0,7.3,7.34,4.64,9796.502612363189
0.33,Ideal,G,VS2,62.3,55.0,4.42,4.47,2.77,533.2278363736655
0.57,Ideal,D,VS1,61.1,57.0,5.33,5.37,3.27,3115.520451284655
0.42,Ideal,D,SI1,62.3,57.0,4.8,4.77,2.98,983.5843086444715
0.41,Ideal,G,SI1,62.2,56.0,4.77,4.75,2.96,450.66527297436596
2.01,Very Good,I,VS2,63.8,59.0,7.89,7.85,5.02,14575.872891114159
0.31,Ideal,G,VVS2,61.8,54.0,4.36,4.38,2.7,1111.8488887165472
1.0,Fair,I,SI1,67.9,62.0,6.19,6.03,4.15,3290.2741637619097
0.31,Ideal,E,SI1,61.1,55.0,4.36,4.41,2.68,125.18941806229259
0.76,Good,J,VS1,62.6,61.9,5.7,5.75,3.58,2006.5597551455817
0.41,Good,E,SI2,63.5,55.0,4.69,4.73,2.99,-475.3020415413612
1.12,Premium,G,SI1,59.8,58.0,6.79,6.76,4.05,6397.781917719336
1.08,Very Good,F,SI2,63.3,59.0,6.48,6.44,4.09,5214.210494024774
0.71,Ideal,I,VVS2,60.7,57.0,5.76,5.8,3.51,3177.2103639073334
0.7,Ideal,E,SI1,61.9,55.0,5.74,5.77,3.56,3036.0657968006776
0.9,Premium,J,VVS2,62.5,61.0,6.15,6.08,3.82,3710.6955277366756
0.33,Good,F,VS2,63.2,56.0,4.39,4.41,2.78,425.6197950930614
2.45,Ideal,F,SI2,62.0,55.0,8.67,8.64,5.36,18699.921007449128
0.65,Ideal,G,VS1,60.6,60.0,5.58,5.61,3.39,3231.65071314228
1.0,Very Good,D,SI2,63.7,55.0,6.32,6.37,4.04,4827.237941495461
1.02,Very Good,E,SI1,63.1,61.0,6.42,6.35,4.03,5592.980595523026
1.01,Ideal,F,SI2,60.8,55.0,6.52,6.48,3.95,4766.896200980405
0.8,Good,G,SI1,63.9,57.0,5.84,5.81,3.72,3335.225198614596
0.42,Ideal,E,VS2,62.0,55.0,4.82,4.8,2.98,1430.5199297613422
0.44,Premium,F,SI2,62.8,60.0,4.86,4.82,3.04,-274.70940311447157
0.76,Ideal,E,VS1,60.5,56.0,5.94,5.99,3.61,4484.719126830352
0.3,Very Good,D,VS1,63.5,55.0,4.24,4.29,2.71,981.5056220334413
0.75,Premium,E,VS2,59.9,61.0,5.97,5.91,3.56,3871.4923603633697
0.31,Ideal,F,VS2,61.6,56.0,4.39,4.35,2.69,569.8164338439451
1.47,Premium,I,SI2,61.6,59.0,7.29,7.32,4.5,7728.59483073764
1.12,Premium,I,VS1,59.6,58.0,6.82,6.77,4.05,6303.1907454571665
0.3,Ideal,G,VS1,62.3,56.0,4.32,4.29,2.68,582.5136137343966
0.23,Very Good,H,IF,63.9,55.0,3.89,3.9,2.49,318.9239859752274
0.71,Very Good,H,SI1,63.1,56.0,5.62,5.69,3.57,2286.3162650009776
1.01,Premium,G,SI2,61.1,58.0,6.39,6.37,3.9,4521.841342546898
0.26,Good,E,IF,59.6,61.0,4.13,4.16,2.47,1159.3329087506331
1.23,Premium,G,VVS2,59.6,59.0,6.98,6.95,4.15,8714.63101610302
0.75,Very Good,E,SI1,63.4,57.0,5.77,5.75,3.65,3304.7492081753644
1.11,Ideal,G,VS2,62.2,55.0,6.67,6.61,4.13,7000.545803733881
0.55,Very Good,J,VS2,62.9,54.0,5.23,5.29,3.31,149.2228165916854
0.91,Premium,G,VS1,62.2,58.0,6.22,6.12,3.85,5369.306547716007
1.02,Very Good,H,SI2,63.5,58.0,6.34,6.38,4.04,3994.4969645648857
2.2,Very Good,H,SI2,63.3,57.0,8.28,8.17,5.21,15332.200921009096
0.33,Ideal,E,SI1,59.6,57.0,4.49,4.53,2.69,264.86174217430334
0.3,Premium,D,SI1,62.5,59.0,4.26,4.22,2.65,53.24184681492761
1.0,Fair,H,SI2,69.5,55.0,6.17,6.1,4.26,2916.308121629998
1.0,Fair,G,SI2,68.3,54.0,6.21,6.12,4.2,3472.689886688203
0.64,Ideal,D,VVS1,61.8,54.0,5.54,5.56,3.43,4148.490535306033
1.05,Very Good,E,SI2,62.2,59.0,6.44,6.51,4.03,5059.3337085818275
1.53,Premium,H,VS2,62.7,56.0,7.39,7.31,4.61,10366.653016827862
0.42,Ideal,E,VS2,60.9,57.0,4.85,4.87,2.96,1421.4521350913078
0.59,Very Good,G,SI1,59.3,58.0,5.45,5.51,3.25,1804.9839271919668
0.42,Very Good,I,SI1,61.2,60.0,4.78,4.82,2.94,-583.287652179703
1.01,Good,I,SI2,62.6,59.0,6.24,6.35,3.94,3373.5811419025003
0.34,Ideal,E,VS1,62.1,56.0,4.48,4.5,2.79,1157.4428699551495
0.3,Premium,E,VS2,60.7,59.0,4.3,4.33,2.62,527.8226237866425
0.31,Ideal,H,VVS1,62.2,56.0,4.34,4.37,2.71,621.5071907394599
0.74,Ideal,G,VS2,61.3,55.0,5.82,5.89,3.59,3769.471428319682
1.0,Premium,F,SI2,60.2,62.0,6.53,6.45,3.91,4431.075378230993
0.91,Very Good,H,SI1,62.7,56.0,6.14,6.18,3.86,4029.299189423599
0.4,Ideal,H,IF,61.9,55.0,4.76,4.77,2.95,1577.080523178241
0.6,Very Good,D,VS2,63.1,54.0,5.41,5.33,3.39,2893.130251422354
0.82,Ideal,E,SI2,62.6,55.0,5.94,5.98,3.73,3172.3495995951243
1.0,Premium,E,VS1,61.4,58.0,6.44,6.42,3.95,6487.310571357075
0.3,Very Good,G,VVS1,63.4,56.0,4.31,4.27,2.72,838.7221379688294
0.72,Premium,E,SI1,59.5,59.0,5.87,5.83,3.48,3112.600802242975
0.72,Premium,J,SI1,62.0,58.0,5.74,5.77,3.57,930.7524968158182
1.0,Ideal,I,SI1,59.8,57.0,6.44,6.5,3.87,4518.384617409831
1.57,Very Good,H,VS1,62.8,60.0,7.36,7.44,4.65,11008.862283026187
0.32,Ideal,D,VS2,61.9,55.0,4.44,4.41,2.74,910.5493182448968
0.71,Ideal,F,SI2,61.4,55.0,5.76,5.78,3.54,2131.1017323329206
0.31,Very Good,H,VS1,61.4,61.0,4.33,4.36,2.67,13.300435421665952
0.7,Ideal,H,SI2,62.1,55.0,5.69,5.72,3.54,1344.1158980705645
1.29,Very Good,J,SI2,63.5,57.0,6.89,6.87,4.37,5089.927018174303
0.32,Ideal,F,VS2,62.3,56.0,4.4,4.37,2.73,625.301485840158
0.32,Premium,G,VS1,62.8,59.0,4.37,4.33,2.73,571.83096707901
1.21,Very Good,G,SI2,62.8,60.0,6.7,6.77,4.23,6250.758350454587
1.01,Premium,F,VS2,60.4,59.0,6.52,6.46,3.92,6182.553051784225
0.3,Premium,E,VS2,59.2,59.0,4.37,4.41,2.6,555.2663163493021
0.83,Ideal,H,SI2,62.3,54.0,6.04,6.07,3.77,2458.8396538084335
0.34,Ideal,G,VS2,62.1,55.0,4.46,4.49,2.78,617.9903836234676
0.89,Very Good,I,VS2,63.1,55.0,6.09,6.17,3.87,3958.9334080197827
0.31,Ideal,F,VVS2,61.7,55.0,4.33,4.36,2.68,1332.993110776893
1.53,Premium,J,VS1,60.1,59.0,7.51,7.47,4.5,9245.456148894953
0.7,Premium,F,VS2,59.4,61.0,5.83,5.79,3.45,3418.0973481253386
0.81,Ideal,I,VS2,62.4,54.8,5.98,6.01,3.75,3335.5524524101324
0.9,Premium,J,SI1,62.8,59.0,6.13,6.03,3.82,2477.5918127113805
1.24,Very Good,J,SI2,63.3,60.0,6.83,6.75,4.29,4525.800907610677
0.72,Premium,H,SI1,62.7,59.0,5.73,5.69,3.58,2274.026895679981
0.35,Premium,H,SI2,62.0,58.0,4.47,4.5,2.78,-1479.470758019973
1.07,Ideal,J,VS2,61.6,56.0,6.59,6.55,4.04,4751.823027923353
1.19,Very Good,H,SI1,60.8,59.0,6.84,6.87,4.17,6512.541979765589
1.0,Very Good,D,SI2,63.5,59.0,6.35,6.32,4.02,4707.855207855925
0.43,Premium,F,SI1,61.3,60.0,4.86,4.83,2.97,675.4662399191252
0.57,Ideal,H,VS1,61.0,57.0,5.37,5.34,3.26,2107.1985009662317
0.8,Ideal,I,VS1,61.9,54.1,5.92,5.98,3.69,3645.236537083699
0.36,Premium,F,SI1,60.2,58.0,4.6,4.63,2.78,280.5983033443149
0.9,Premium,F,SI2,60.5,57.0,6.23,6.2,3.76,3722.1312849116957
1.0,Good,F,SI2,63.4,60.0,6.28,6.33,4.0,4336.532745662526
1.5,Premium,H,SI2,62.1,59.0,7.28,7.24,4.51,8541.43439358388
1.03,Good,E,VS1,63.3,59.0,6.4,6.45,4.07,6524.354282153245
0.55,Premium,G,VS2,59.6,59.0,5.36,5.32,3.18,2043.1420472416644
0.96,Ideal,F,I1,60.7,55.0,6.41,6.37,3.88,1635.044081128047
0.4,Ideal,E,VVS2,61.6,56.0,4.73,4.78,2.93,1981.4381620249883
1.07,Ideal,G,SI1,60.2,57.0,6.7,6.59,4.0,6000.258705094904
0.39,Very Good,E,VS2,60.0,56.0,4.76,4.81,2.87,1150.0587641151046
0.32,Very Good,G,SI2,62.4,59.0,4.35,4.4,2.73,-1293.1020315919568
0.33,Premium,H,VS1,62.1,59.0,4.43,4.46,2.76,177.539701185588
0.8,Ideal,F,SI1,62.4,57.0,5.9,5.87,3.67,3845.1358637343365
1.18,Very Good,H,SI1,60.1,59.0,6.83,6.88,4.11,6458.023133781513
1.1,Ideal,G,VS1,62.0,58.0,6.59,6.64,4.1,7215.296619802382
2.11,Ideal,J,VS1,61.8,56.2,8.2,8.23,5.07,15102.923177164974
1.07,Very Good,G,SI2,62.9,59.0,6.51,6.58,4.12,4887.185416441502
0.31,Ideal,F,IF,61.2,57.0,4.35,4.38,2.67,1683.6872674284582
0.32,Ideal,D,SI2,59.5,57.0,4.47,4.5,2.67,-576.6243669625155
0.9,Premium,F,SI2,62.3,57.0,6.18,6.15,3.84,3652.329461153975
1.22,Premium,G,SI1,61.2,60.0,6.82,6.75,4.15,7349.357412838646
1.02,Premium,H,SI1,59.2,58.0,6.6,6.57,3.9,5016.607929226575
1.0,Premium,I,VS2,61.6,59.0,6.47,6.39,3.96,4843.583293886964
1.35,Good,I,SI2,57.9,60.0,7.33,7.29,4.23,6371.713482409012
0.33,Premium,E,SI1,59.6,60.0,4.51,4.48,2.68,93.75358258474489
1.1,Premium,H,SI1,63.0,58.0,6.6,6.55,4.14,5661.982983591635
0.23,Very Good,F,VVS2,59.6,57.0,3.98,4.0,2.38,771.3963405883328
1.2,Ideal,E,SI2,62.5,55.0,6.77,6.84,4.25,6603.23798771204
1.01,Ideal,F,VS1,62.5,54.0,6.46,6.43,4.03,6612.835396706954
1.2,Very Good,H,SI2,62.1,59.0,6.75,6.8,4.21,5668.228492866056
0.31,Premium,F,VS2,59.0,59.0,4.44,4.47,2.63,540.218819553505
0.36,Ideal,E,VS1,61.4,56.0,4.59,4.63,2.83,1315.4149015662656
1.21,Very Good,J,VS1,59.3,57.0,6.98,7.04,4.16,6251.537446947154
0.31,Good,D,SI2,63.6,54.0,4.34,4.31,2.75,-1013.4063765081519
2.02,Ideal,H,SI1,62.0,56.0,8.06,8.13,5.02,14717.560835717375
0.31,Ideal,H,SI2,61.3,55.0,4.35,4.38,2.67,-1607.9071864273292
0.71,Ideal,I,SI1,62.0,54.0,5.72,5.75,3.55,1923.3057797167771
2.08,Very Good,H,SI2,63.4,59.0,8.06,8.0,5.09,14148.66421380114
0.36,Ideal,F,SI1,60.1,56.0,4.67,4.62,2.79,340.5589872035148
0.27,Ideal,I,VS1,61.9,55.0,4.16,4.18,2.58,-525.5662135016096
1.5,Very Good,F,VVS2,63.8,59.0,7.17,7.25,4.6,11447.968675342256
0.31,Ideal,I,VS2,61.6,57.0,4.36,4.4,2.7,-622.387588910708
1.22,Premium,J,SI2,62.2,60.0,6.89,6.77,4.25,4350.481902412599
2.01,Ideal,J,SI1,62.1,56.0,8.08,8.03,5.0,13173.194915489972
0.9,Ideal,F,VS2,60.5,54.0,6.22,6.17,3.75,5448.527001099608
1.21,Premium,E,SI2,61.9,60.0,6.78,6.73,4.18,6545.3630561202135
0.9,Very Good,D,SI2,60.3,63.0,6.22,6.12,3.72,3829.45761039017
1.55,Ideal,G,SI2,60.7,55.0,7.54,7.51,4.57,9597.695394443183
0.73,Premium,J,SI1,58.2,59.0,5.99,5.91,3.46,1015.6835916906389
0.31,Ideal,G,IF,61.8,54.0,4.36,4.38,2.7,1501.106266430906
0.2,Premium,E,VS2,61.1,59.0,3.81,3.78,2.32,-116.73131907162724
